riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs72983727-C	2E-8	-	0.702	-	"0.007 unit increase"	[0.005-0.009]	RNU6-655P,Y_RNA	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	18:78127663	34446935	"Karlsson Linnér R"
rs7241572-G	1E-22	-	0.801	-	"0.016 unit decrease"	[0.012-0.02]	KCNG2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	18:79820712	34446935	"Karlsson Linnér R"
rs2613765-G	6E-11	-	0.536	-	"0.008 unit increase"	[0.006-0.01]	KDM4B	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	19:5066319	34446935	"Karlsson Linnér R"
rs12162221-G	1E-10	-	0.427	-	"0.008 unit increase"	[0.006-0.01]	ELL,FKBP8	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	19:18524579	34446935	"Karlsson Linnér R"
rs2047335-G	3E-8	-	0.832	-	"0.01 unit decrease"	[0.0061-0.0139]	TSHZ3,LINC01791	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	19:31224860	34446935	"Karlsson Linnér R"
rs34851357-T	6E-9	-	0.428	-	"0.007 unit increase"	[0.005-0.009]	LINC01837	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	19:31962090	34446935	"Karlsson Linnér R"
rs1981621-T	6E-11	-	0.309	-	"0.008 unit increase"	[0.006-0.01]	RNA5SP472,LINC01782	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	19:32160860	34446935	"Karlsson Linnér R"
rs112330399-G	1E-8	-	0.777	-	"0.008 unit decrease"	[0.006-0.01]	SLC1A5	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	19:46779998	34446935	"Karlsson Linnér R"
rs16987303-C	2E-8	-	0.818	-	"0.008 unit decrease"	[0.006-0.01]	ZNF471	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	19:56525734	34446935	"Karlsson Linnér R"
rs73104513-C	2E-9	-	0.87	-	"0.01 unit decrease"	[0.0061-0.0139]	MACROD2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:14710923	34446935	"Karlsson Linnér R"
rs2424244-G	2E-12	-	0.656	-	"0.009 unit increase"	[0.007-0.011]	SLC24A3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:19666883	34446935	"Karlsson Linnér R"
rs73111240-G	5E-10	-	0.951	-	"0.017 unit increase"	[0.011-0.023]	NINL	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:25553237	34446935	"Karlsson Linnér R"
rs67696533-G	1E-11	-	0.694	-	"0.009 unit decrease"	[0.007-0.011]	NOL4L-DT	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:32585560	34446935	"Karlsson Linnér R"
rs34373763-C	6E-9	-	0.914	-	"0.013 unit increase"	[0.0091-0.0169]	PPIAP21,RNU6-743P	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:43301046	34446935	"Karlsson Linnér R"
rs12481282-G	3E-12	-	0.733	-	"0.009 unit decrease"	[0.007-0.011]	CD40,CDH22	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:46132738	34446935	"Karlsson Linnér R"
rs6013578-A	1E-9	-	0.937	-	"0.016 unit increase"	[0.01-0.022]	TSHZ2,RPL36P1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:52959371	34446935	"Karlsson Linnér R"
rs6027740-G	2E-8	-	0.87	-	"0.01 unit increase"	[0.0061-0.0139]	MIR646HG,LINC01718	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	20:60688094	34446935	"Karlsson Linnér R"
rs8126652-A	3E-8	-	0.5	-	"0.006 unit decrease"	[0.004-0.008]	LINC01683,LINC02573	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	21:20045854	34446935	"Karlsson Linnér R"
rs1999292-T	1E-8	-	0.406	-	"0.007 unit increase"	[0.005-0.009]	NCAM2,PPIAP1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	21:20994028	34446935	"Karlsson Linnér R"
rs8130309-C	9E-11	-	0.699	-	"0.008 unit increase"	[0.006-0.01]	CLDN17,GRIK1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	21:30087911	34446935	"Karlsson Linnér R"
rs11088189-G	7E-11	-	0.245	-	"0.009 unit decrease"	[0.007-0.011]	TPT1P1,SCAF4	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	21:31771718	34446935	"Karlsson Linnér R"
rs1787402-C	3E-8	-	0.4	-	"0.007 unit decrease"	[0.005-0.009]	KCNJ6	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	21:37666688	34446935	"Karlsson Linnér R"
rs4818017-G	6E-12	-	0.439	-	"0.008 unit increase"	[0.006-0.01]	BRWD1,BRWD1-AS1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	21:39318635	34446935	"Karlsson Linnér R"
rs62216572-C	2E-10	-	0.327	-	"0.008 unit increase"	[0.006-0.01]	SSR4P1,PICSAR	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	21:45068117	34446935	"Karlsson Linnér R"
rs738352-A	4E-8	-	0.836	-	"0.009 unit increase"	[0.0051-0.0129]	LINC02554,MN1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	22:27694254	34446935	"Karlsson Linnér R"
rs5752764-C	2E-8	-	0.371	-	"0.007 unit decrease"	[0.005-0.009]	TTC28	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	22:28638976	34446935	"Karlsson Linnér R"
rs6002676-A	6E-18	-	0.377	-	"0.01 unit increase"	[0.008-0.012]	TCF20	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	22:42301210	34446935	"Karlsson Linnér R"
rs117023465-G	1E-8	-	0.668	-	"0.008 unit increase"	[0.006-0.01]	TAFA5	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	22:48754404	34446935	"Karlsson Linnér R"
rs607296-A	2E-8	-	NR	-	"5.655 z score increase"	NR	KDM4A,PTPRF	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	1:43644078	33479212	"Yao X"
rs2568952-C	5E-11	-	NR	-	"6.568 z score decrease"	NR	RPL31P12,NEGR1	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	1:72289422	33479212	"Yao X"
rs7519251-A	6E-11	-	NR	-	"6.544 z score decrease"	NR	LINC02797	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	1:72856114	33479212	"Yao X"
rs12022895-T	1E-9	-	NR	-	"6.109 z score decrease"	NR	LINC01360	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	1:73330323	33479212	"Yao X"
rs1923217-T	2E-12	-	NR	-	"7.027 z score decrease"	NR	LINC01360	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	1:73363540	33479212	"Yao X"
rs10920885-T	1E-8	-	NR	-	"5.726 z score decrease"	NR	LINC01720,HNRNPA1P46	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	1:191058818	33479212	"Yao X"
rs2339515-T	5E-8	-	NR	-	"5.461 z score increase"	NR	RNA5SP87,LINC01830	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	2:22341421	33479212	"Yao X"
rs11682175-T	2E-8	-	NR	-	"5.594 z score decrease"	NR	ACTG1P22	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	2:57760458	33479212	"Yao X"
rs77902252-T	4E-8	-	NR	-	"5.492 z score increase"	NR	VRK2	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	2:57945260	33479212	"Yao X"
rs4481150-T	4E-9	-	NR	-	"5.901 z score increase"	NR	ITIH3	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	3:52803777	33479212	"Yao X"
rs7716818-A	2E-10	-	NR	-	"6.392 z score increase"	NR	LINC02163	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	5:104349086	33479212	"Yao X"
rs10464005-A	2E-9	-	NR	-	"5.982 z score increase"	NR	LINC02163	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	5:104434280	33479212	"Yao X"
rs1363103-T	4E-8	-	NR	-	"5.494 z score increase"	NR	RNU6-334P,LINC02163	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	5:104582136	33479212	"Yao X"
rs30266-A	1E-15	-	NR	-	"7.986 z score increase"	NR	LINC02163,RNU6-334P	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	5:104636656	33479212	"Yao X"
rs6074012-T	6E-9	-	NR	-	"5.815 z score increase"	NR	NCOA5	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	20:46071527	33479212	"Yao X"
rs62228096-A	4E-8	-	NR	-	"5.471 z score decrease"	NR	MIRLET7BHG	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	22:46061843	33479212	"Yao X"
rs1378559-T	4E-9	-	NR	-	"5.867 z score increase"	NR	CNKSR2,RNU6-133P	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	X:21362148	33479212	"Yao X"
rs5937157-T	9E-9	-	NR	-	"5.748 z score decrease"	NR	PJA1	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	X:69157283	33479212	"Yao X"
rs35841922-T	4E-8	-	NR	-	"5.475 z score decrease"	NR	LINC02163,RNU6-334P	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	5:104736717	33479212	"Yao X"
rs67981811-C	5E-19	-	NR	-	"8.907 z score increase"	NR	ZSCAN12	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	6:28387058	33479212	"Yao X"
rs2522831-T	1E-9	-	NR	-	"6.054 z score decrease"	NR	PCLO	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	7:82818784	33479212	"Yao X"
rs11191499-T	1E-9	-	NR	-	"6.074 z score increase"	NR	CNNM2	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	10:103004514	33479212	"Yao X"
rs11599236-T	6E-10	-	NR	-	"6.185 z score increase"	NR	SORCS3	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	10:104694914	33479212	"Yao X"
rs11599313-T	4E-9	-	NR	-	"5.895 z score decrease"	NR	SORCS3	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	10:104799529	33479212	"Yao X"
rs1021363-A	4E-12	-	NR	-	"6.952 z score increase"	NR	SORCS3	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	10:104851081	33479212	"Yao X"
rs11192230-A	3E-11	-	NR	-	"6.652 z score increase"	NR	SORCS3	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	10:104915027	33479212	"Yao X"
rs4636654-A	3E-9	-	NR	-	"5.928 z score decrease"	NR	METTL15,LINC02758	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	11:28621106	33479212	"Yao X"
rs9645687-T	7E-9	-	NR	-	"5.795 z score decrease"	NR	OR5AZ1P,OR5BA1P	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	11:57908779	33479212	"Yao X"
rs36006427-A	3E-8	-	NR	-	"5.554 z score increase"	NR	GRM5	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	11:89023545	33479212	"Yao X"
rs7127487-A	2E-8	-	NR	-	"5.595 z score decrease"	NR	TYR,GRM5	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	11:89081702	33479212	"Yao X"
rs2514218-T	1E-9	-	NR	-	"6.072 z score decrease"	NR	DRD2,TMPRSS5	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	11:113522272	33479212	"Yao X"
rs10141157-T	6E-10	-	NR	-	"6.186 z score decrease"	NR	BAG5,RNU7-160P	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	14:103551768	33479212	"Yao X"
rs4906349-A	3E-8	-	NR	-	"5.524 z score increase"	NR	KLC1	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	14:103624778	33479212	"Yao X"
rs4702-A	5E-9	-	NR	-	"5.835 z score decrease"	NR	FURIN	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	15:90883330	33479212	"Yao X"
rs12925872-T	3E-9	-	NR	-	"5.925 z score increase"	NR	TMF1P1,ERCC4	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	16:13658499	33479212	"Yao X"
rs4632195-T	4E-10	-	NR	-	"6.255 z score increase"	NR	DCC	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	18:53220378	33479212	"Yao X"
rs10164055-T	2E-8	-	NR	-	"5.575 z score decrease"	NR	DCC	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	18:53393230	33479212	"Yao X"
rs56096694-T	1E-8	-	NR	-	"5.699 z score increase"	NR	CCDC68,LINC01929	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	18:55055147	33479212	"Yao X"
rs4131791-T	5E-9	-	NR	-	"5.856 z score decrease"	NR	LINC01929	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	18:55080640	33479212	"Yao X"
rs12967143-C	9E-10	-	NR	-	"6.13 z score decrease"	NR	TCF4	"Neuropsychiatric disorders"	"attention deficit hyperactivity disorder,bipolar disorder,autism spectrum disorder,schizophrenia,major depressive disorder"	-	GCST012088	18:55431781	33479212	"Yao X"
